cafe_id,name,category,phone,address,road_address,latitude,longitude,region_code,kakao_place_id,kakao_url,naver_url,providers,matched_queries,raw_match_count
95,카페랑솜,음식점 > 카페,02-742-2185,서울 종로구 명륜4가 83-1,서울 종로구 대학로11길 22,37.5823322510486,127.000430213367,JONGNO_EULJIRO,1822481162,http://place.map.kakao.com/1822481162,,KAKAO,북촌 루프탑 카페|종로 루프탑 카페,2
96,두채,음식점 > 카페 > 테마카페 > 디저트카페,070-4633-3825,서울 종로구 연건동 269,서울 종로구 율곡로13가길 8,37.5763496510846,127.000393953351,JONGNO_EULJIRO,1710534106,http://place.map.kakao.com/1710534106,,KAKAO,북촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페,3
97,슬로스텝,음식점 > 카페 > 커피전문점,02-762-2229,서울 종로구 동숭동 1-76,서울 종로구 대학로8가길 89,37.58205289030275,127.00355490769638,JONGNO_EULJIRO,25977363,http://place.map.kakao.com/25977363,,KAKAO,북촌 루프탑 카페|종로 루프탑 카페,2
98,테르트르,음식점 > 카페 > 커피전문점,0507-1428-5690,서울 종로구 창신동 23-448,서울 종로구 낙산5길 46,37.57822498607935,127.01124719738597,JONGNO_EULJIRO,2035769042,http://place.map.kakao.com/2035769042,,KAKAO,종로 루프탑 카페,1
99,그린마일커피 북촌점,음식점 > 카페,02-744-2404,서울 종로구 가회동 11-49,서울 종로구 북촌로 64,37.582385388268,126.985236878217,BUKCHON_SEOCHON,1245067143,http://place.map.kakao.com/1245067143,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|종로 루프탑 카페,3
100,플랫커피,음식점 > 카페,,서울 종로구 통의동 61-1,서울 종로구 자하문로 14-1,37.57748168271781,126.97241945206056,BUKCHON_SEOCHON,1105770594,http://place.map.kakao.com/1105770594,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|종로 루프탑 카페,3
101,라르티스타,음식점 > 카페,02-3672-0060,서울 종로구 묘동 128-1,서울 종로구 돈화문로 60,37.57386078982401,126.99137972724151,JONGNO_EULJIRO,1337001435,http://place.map.kakao.com/1337001435,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페,4
102,타이거타이거,음식점 > 카페,02-747-1986,서울 종로구 와룡동 172-2,서울 종로구 삼일대로30길 56,37.57433466995089,126.99080800284575,JONGNO_EULJIRO,1640534397,http://place.map.kakao.com/1640534397,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페,4
103,카페진선,음식점 > 카페,,서울 종로구 팔판동 150,서울 종로구 삼청로 59,37.5813827907419,126.980468561274,BUKCHON_SEOCHON,388079892,http://place.map.kakao.com/388079892,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|종로 루프탑 카페,3
104,카페비비,음식점 > 카페 > 커피전문점,0507-1447-4564,서울 종로구 구기동 67-19,서울 종로구 진흥로 461,37.60697284451559,126.95954207775796,JONGNO_EULJIRO,1915661772,http://place.map.kakao.com/1915661772,,KAKAO,종로 루프탑 카페,1
105,헤이븐,음식점 > 카페 > 테마카페 > 디저트카페,02-733-1531,서울 종로구 창성동 153-1,서울 종로구 자하문로 52-1,37.5807538531795,126.971411793473,BUKCHON_SEOCHON,449373815,http://place.map.kakao.com/449373815,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|종로 루프탑 카페,3
106,피엔에이 서촌,음식점 > 카페,0503-7153-6627,서울 종로구 통의동 7-17,서울 종로구 효자로7길 9,37.5788468937799,126.973311033549,BUKCHON_SEOCHON,1361315797,http://place.map.kakao.com/1361315797,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|종로 루프탑 카페,3
107,심플리커피,음식점 > 카페,02-733-5123,서울 종로구 신문로2가 1-196,서울 종로구 경희궁1길 27,37.57218312090959,126.96951899211285,BUKCHON_SEOCHON,1003594221,http://place.map.kakao.com/1003594221,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|종로 루프탑 카페,3
108,상국,음식점 > 카페,010-8956-5102,서울 종로구 원서동 134-10,서울 종로구 창덕궁길 47-7,37.5795656775501,126.988882792278,JONGNO_EULJIRO,367830691,http://place.map.kakao.com/367830691,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페,4
109,호올스하우스,음식점 > 카페 > 커피전문점,0502-5551-6690,서울 종로구 충신동 1-383,서울 종로구 낙산성곽서길 91,37.5763826952192,127.008321702174,JONGNO_EULJIRO,786432024,http://place.map.kakao.com/786432024,,KAKAO,을지로 루프탑 카페|종로 루프탑 카페,2
110,소진담 안녕인사동점,음식점 > 카페 > 테마카페 > 디저트카페,02-6952-4344,서울 종로구 관훈동 155-2,서울 종로구 인사동길 49,37.574467229154536,126.98355172967167,JONGNO_EULJIRO,1443952279,http://place.map.kakao.com/1443952279,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페,4
111,카페뷰,음식점 > 카페,,서울 종로구 봉익동 40-1,서울 종로구 서순라길 27-5,37.5720084761953,126.993432227992,JONGNO_EULJIRO,600622971,http://place.map.kakao.com/600622971,,KAKAO,경복궁뷰 카페|북촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페,4
112,스푼 경복궁점,음식점 > 카페 > 테마카페 > 디저트카페,02-743-0919,서울 종로구 적선동 80,서울 종로구 사직로 130,37.57536725609763,126.97332133173451,BUKCHON_SEOCHON,533666375,http://place.map.kakao.com/533666375,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|종로 루프탑 카페,3
113,담쟁이집,음식점 > 카페,,서울 종로구 견지동 82,서울 종로구 인사동11길 20,37.5738662787198,126.983645818862,JONGNO_EULJIRO,1146410842,http://place.map.kakao.com/1146410842,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페,4
114,르프랑루프탑,음식점 > 카페,02-722-5655,서울 종로구 관훈동 21,서울 종로구 인사동길 34-1,37.5738584255132,126.985609861635,JONGNO_EULJIRO,1994892698,http://place.map.kakao.com/1994892698,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페,4
115,카페언더24,음식점 > 카페,02-2268-9333,서울 종로구 종로6가 261-1,서울 종로구 종로40길 9,37.57054253885825,127.00688572459039,JONGNO_EULJIRO,242361931,http://place.map.kakao.com/242361931,,KAKAO,을지로 루프탑 카페|종로 루프탑 카페,2
116,인터미션,음식점 > 카페,070-8028-4687,서울 종로구 동숭동 129-130,서울 종로구 낙산길 21,37.5805373336675,127.005723964641,JONGNO_EULJIRO,728338956,http://place.map.kakao.com/728338956,,KAKAO,북촌 루프탑 카페|종로 루프탑 카페,2
117,파툼,음식점 > 카페,02-739-9888,서울 종로구 삼청동 63-15,서울 종로구 삼청로 86-5,37.583210275679,126.982175371656,BUKCHON_SEOCHON,8113742,http://place.map.kakao.com/8113742,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|종로 루프탑 카페,3
118,동양차문화관,음식점 > 카페 > 전통찻집,,서울 종로구 삼청동 35-91,서울 종로구 북촌로11길 76,37.5838628003638,126.983592684909,BUKCHON_SEOCHON,844782189,http://place.map.kakao.com/844782189,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|종로 루프탑 카페,3
119,카페해화,음식점 > 카페,02-984-0320,서울 종로구 명륜4가 54-2,서울 종로구 대명1길 16-12,37.58297646216767,127.00003396450587,JONGNO_EULJIRO,2117692443,http://place.map.kakao.com/2117692443,,KAKAO,북촌 루프탑 카페|종로 루프탑 카페,2
120,아리디,음식점 > 카페,070-7716-9259,서울 종로구 부암동 29-16,서울 종로구 백석동길 81,37.5944627543788,126.96901961059,JONGNO_EULJIRO,1617745391,http://place.map.kakao.com/1617745391,,KAKAO,서촌 루프탑 카페|종로 루프탑 카페,2
121,슈퍼샤이 스튜디오&카페,음식점 > 카페 > 테마카페 > 디저트카페,0502-5550-9611,서울 종로구 삼청동 27-28,서울 종로구 북촌로 137-17,37.586971967156096,126.98247790716187,BUKCHON_SEOCHON,1252870487,http://place.map.kakao.com/1252870487,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|종로 루프탑 카페,3
122,바캉스커피,음식점 > 카페,070-8803-2326,서울 중구 다동 117,서울 중구 남대문로9길 12,37.5668986043999,126.981753662216,HAEBANGCHON_HUAM,557230756,http://place.map.kakao.com/557230756,,KAKAO,북촌 루프탑 카페|서촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,6
123,카페느티,음식점 > 카페,02-2261-3323,서울 중구 을지로2가 101-21,서울 중구 을지로 97,37.5663732932058,126.98871270452017,HAEBANGCHON_HUAM,2039117711,http://place.map.kakao.com/2039117711,,KAKAO,북촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,5
124,소요재,음식점 > 카페,,서울 성북구 동소문동4가 41,서울 성북구 동소문로 37,37.59035967769294,127.00996956710931,JONGNO_EULJIRO,821854809,http://place.map.kakao.com/821854809,,KAKAO,종로 루프탑 카페,1
125,파인즈,음식점 > 카페 > 커피전문점,02-318-4005,서울 중구 명동1가 1-3,서울 중구 명동길 73,37.56424847368204,126.98616858874772,HAEBANGCHON_HUAM,1185361619,http://place.map.kakao.com/1185361619,,KAKAO,북촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,5
126,카페 카다로그,음식점 > 카페,010-2547-1868,서울 중구 을지로2가 101-2,서울 중구 을지로 105,37.566429232264,126.989552565663,HAEBANGCHON_HUAM,324146172,http://place.map.kakao.com/324146172,,KAKAO,북촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,5
127,에이디디,음식점 > 카페 > 커피전문점,070-4209-7272,서울 중구 주교동 112,서울 중구 을지로27길 29,37.5681073445485,126.999001642057,JONGNO_EULJIRO,1448715295,http://place.map.kakao.com/1448715295,,KAKAO,북촌 루프탑 카페|을지로 루프탑 카페|종로 루프탑 카페,3
128,킨폭스커피,음식점 > 카페,02-943-7920,서울 성북구 정릉동 310-4,서울 성북구 보국문로 87-22,37.6118592799575,127.00780126544,JONGNO_EULJIRO,754597409,http://place.map.kakao.com/754597409,,KAKAO,종로 루프탑 카페,1
129,카페구월,음식점 > 카페,070-8875-2624,서울 성북구 동선동2가 72,서울 성북구 보문로30길 43,37.58955317349163,127.01954546218683,JONGNO_EULJIRO,1178899525,http://place.map.kakao.com/1178899525,,KAKAO,종로 루프탑 카페,1
130,미오앤나나,음식점 > 카페 > 커피전문점,0503-7151-7541,서울 중구 남학동 18,서울 중구 퇴계로28길 8-5,37.56044944175061,126.99104625707058,HAEBANGCHON_HUAM,1491457111,http://place.map.kakao.com/1491457111,,KAKAO,을지로 루프탑 카페|종로 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,4
131,팀앤메리,음식점 > 카페,,서울 중구 필동1가 3-17,서울 중구 퇴계로27길 12-3,37.5617964880173,126.991819135497,HAEBANGCHON_HUAM,1069892792,http://place.map.kakao.com/1069892792,,KAKAO,을지로 루프탑 카페|종로 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,4
132,로이터,음식점 > 카페,,서울 중구 필동3가 62-11,서울 중구 필동로 53,37.55673490043307,126.99594832404023,HAEBANGCHON_HUAM,2128655244,http://place.map.kakao.com/2128655244,,KAKAO,을지로 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,3
133,을지커피,음식점 > 카페,010-3275-1444,서울 중구 저동2가 83-5,서울 중구 마른내로 11-12,37.5652155601551,126.989214302638,HAEBANGCHON_HUAM,1156799842,http://place.map.kakao.com/1156799842,,KAKAO,북촌 루프탑 카페|을지로 루프탑 카페|후암동 루프탑 카페,3
134,명동아지트,음식점 > 카페,02-778-6080,서울 중구 충무로2가 66-9,서울 중구 명동8가길 7,37.56176073034472,126.98540393220809,HAEBANGCHON_HUAM,1531032887,http://place.map.kakao.com/1531032887,,KAKAO,을지로 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,3
135,향월재카페,음식점 > 카페,,서울 중구 신당동 826-40,서울 중구 동호로17길 83,37.555000394597045,127.00605021163163,HAEBANGCHON_HUAM,662216597,http://place.map.kakao.com/662216597,,KAKAO,을지로 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,3
136,카페 라,음식점 > 카페,0507-1321-0705,서울 중구 장충동2가 202,서울 중구 동호로 249,37.5575086580251,127.00796536040313,JONGNO_EULJIRO,1930398749,http://place.map.kakao.com/1930398749,,KAKAO,을지로 루프탑 카페,1
137,카페 라 루프탑 신라면세점 서울점,음식점 > 카페,,서울 중구 장충동2가 202,서울 중구 동호로 249,37.5571942267145,127.007712944452,JONGNO_EULJIRO,1472402809,http://place.map.kakao.com/1472402809,,KAKAO,을지로 루프탑 카페,1
138,아트몬,음식점 > 카페,010-9893-2393,서울 중구 남산동2가 49-14,서울 중구 퇴계로20나길 42,37.5573449187487,126.985201076369,HAEBANGCHON_HUAM,1746130456,http://place.map.kakao.com/1746130456,,KAKAO,을지로 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,3
139,사유의서재카페앤루프탑,음식점 > 카페,,서울 중구 남산동2가 13-1,서울 중구 퇴계로20길 13,37.5596785846541,126.985880825165,JONGNO_EULJIRO,980469189,http://place.map.kakao.com/980469189,,KAKAO,을지로 루프탑 카페,1
140,썸띵어바웃커피,음식점 > 카페 > 테마카페 > 디저트카페,,서울 강남구 역삼동 618-16,서울 강남구 강남대로102길 30,37.502824775159816,127.02779847587531,GANGNAM,2005375589,http://place.map.kakao.com/2005375589,,KAKAO,강남 루프탑 카페,1
141,루프808,음식점 > 카페,02-562-8088,서울 강남구 역삼동 808,서울 강남구 강남대로 470,37.50432916590024,127.02506097591196,GANGNAM,561053021,http://place.map.kakao.com/561053021,,KAKAO,강남 루프탑 카페,1
142,셀렉티드닉스,음식점 > 카페,070-5176-7947,서울 강남구 역삼동 827-13,서울 강남구 테헤란로4길 37,37.4962223486255,127.030837985875,GANGNAM,1466542951,http://place.map.kakao.com/1466542951,,KAKAO,강남 루프탑 카페,1
143,그레이스케일커피,음식점 > 카페,,서울 강남구 역삼동 618-8,서울 강남구 강남대로102길 38,37.5032535497272,127.028237441604,GANGNAM,1686974637,http://place.map.kakao.com/1686974637,,KAKAO,강남 루프탑 카페,1
144,텔러스9.5,음식점 > 카페,02-542-2395,서울 강남구 신사동 561-19,서울 강남구 도산대로 153,37.518827196471825,127.02520269659159,GANGNAM,676584586,http://place.map.kakao.com/676584586,,KAKAO,강남 루프탑 카페,1
145,프라텔리,음식점 > 카페 > 커피전문점,010-5025-0261,서울 강남구 역삼동 812-8,서울 강남구 봉은사로4길 31,37.5028429995628,127.026916350165,GANGNAM,405367531,http://place.map.kakao.com/405367531,,KAKAO,강남 루프탑 카페,1
146,셀렉티드마롱,음식점 > 카페,070-4284-5104,서울 강남구 역삼동 827-13,서울 강남구 테헤란로4길 37,37.4961925947187,127.030917132353,GANGNAM,1052653971,http://place.map.kakao.com/1052653971,,KAKAO,강남 루프탑 카페,1
147,아란로빈,음식점 > 카페,0507-1352-9306,서울 강남구 역삼동 812-7,서울 강남구 봉은사로4길 31-3,37.5028961296973,127.027044165443,GANGNAM,1448786847,http://place.map.kakao.com/1448786847,,KAKAO,강남 루프탑 카페,1
148,ART SPACE Y CAFE,음식점 > 카페 > 테마카페 > 갤러리카페,0502-5550-5232,서울 강남구 역삼동 621-22,서울 강남구 강남대로100길 28,37.5018272282817,127.028360175138,GANGNAM,1855109118,http://place.map.kakao.com/1855109118,,KAKAO,강남 루프탑 카페,1
149,할리스 세로수길점,음식점 > 카페 > 커피전문점 > 할리스,02-511-1473,서울 강남구 신사동 536-6,서울 강남구 강남대로152길 41,37.518229441217,127.022682246034,GANGNAM,89150246,http://place.map.kakao.com/89150246,,KAKAO,강남 루프탑 카페,1
150,캠핑고양이 양재점,음식점 > 카페 > 테마카페 > 고양이카페,02-577-5502,서울 강남구 도곡동 947-2,서울 강남구 도곡로4길 38,37.48794998834305,127.03484296789345,GANGNAM,943162869,http://place.map.kakao.com/943162869,,KAKAO,강남 루프탑 카페,1
151,테이크원커피 SG아트타워,음식점 > 카페,,서울 강남구 역삼동 621-1,서울 강남구 봉은사로18길 71,37.5020048306787,127.02792257379,GANGNAM,545774780,http://place.map.kakao.com/545774780,,KAKAO,강남 루프탑 카페,1
152,액트4,음식점 > 카페,010-4900-8737,서울 강남구 신사동 540-11,서울 강남구 도산대로15길 12,37.51911395372351,127.0240602966018,GANGNAM,931511391,http://place.map.kakao.com/931511391,,KAKAO,강남 루프탑 카페,1
153,카페601,음식점 > 카페,,서울 강남구 역삼동 765-8,서울 강남구 선릉로 309,37.4971861439105,127.052159497863,GANGNAM,70861934,http://place.map.kakao.com/70861934,,KAKAO,강남 루프탑 카페,1
154,카페리빈,음식점 > 카페,0507-2085-4771,서울 강남구 역삼동 706-12,서울 강남구 언주로90길 8,37.5022576652716,127.043889140589,GANGNAM,1586443225,http://place.map.kakao.com/1586443225,,KAKAO,강남 루프탑 카페,1
155,맨들러커피,음식점 > 카페,0503-7151-4540,서울 송파구 삼전동 48-12,서울 송파구 백제고분로 208,37.50361843869517,127.0896617690706,GANGNAM,515910614,http://place.map.kakao.com/515910614,,KAKAO,강남 루프탑 카페,1
156,카페슬로우,음식점 > 카페,02-3482-0111,서울 서초구 서초동 1308-12,서울 서초구 서초대로77길 35,37.50079626026492,127.02535270032543,GANGNAM,16733211,http://place.map.kakao.com/16733211,,KAKAO,강남 루프탑 카페,1
157,카페고고스,음식점 > 카페,02-584-3335,서울 서초구 서초동 1438-1,서울 서초구 효령로 356,37.48646347721584,127.02322441623429,GANGNAM,764234734,http://place.map.kakao.com/764234734,,KAKAO,강남 루프탑 카페,1
158,런던커파강남샐러드샌드위치맛집,음식점 > 카페,,서울 서초구 반포동 739-9,서울 서초구 사평대로53길 18,37.5051713582881,127.021764467664,GANGNAM,1171279548,http://place.map.kakao.com/1171279548,,KAKAO,강남 루프탑 카페,1
159,더레스트,음식점 > 카페,0507-1446-0423,서울 서초구 염곡동 216-1,서울 서초구 헌릉로 164,37.4572316512484,127.058219272217,GANGNAM,628602958,http://place.map.kakao.com/628602958,,KAKAO,강남 루프탑 카페,1
160,떨스티앤트,음식점 > 카페,0502-5550-0623,서울 송파구 송파동 18-11,서울 송파구 백제고분로41길 7-15,37.506397423693585,127.10765917965605,GANGNAM,1276610364,http://place.map.kakao.com/1276610364,,KAKAO,강남 루프탑 카페,1
161,복자타로카페,음식점 > 카페,02-511-5909,서울 서초구 반포동 721-1,서울 서초구 강남대로89길 19,37.5092053283508,127.020817831472,GANGNAM,1061644831,http://place.map.kakao.com/1061644831,,KAKAO,강남 루프탑 카페,1
162,더커피컴퍼니,음식점 > 카페,070-7756-3016,서울 서초구 반포동 45-2,서울 서초구 서초중앙로29길 16,37.4989189947806,127.010728657702,GANGNAM,1249699069,http://place.map.kakao.com/1249699069,,KAKAO,강남 루프탑 카페,1
163,ddd 잠실,음식점 > 카페,02-424-1442,서울 송파구 송파동 42-6,서울 송파구 백제고분로45길 17-3,37.5095574218808,127.109429271167,GANGNAM,1946951432,http://place.map.kakao.com/1946951432,,KAKAO,강남 루프탑 카페,1
164,카페플랜,음식점 > 카페,02-458-3555,서울 광진구 자양동 600-28,서울 광진구 자양번영로2길 7,37.530536848952686,127.0754275723086,GANGNAM,1667114620,http://place.map.kakao.com/1667114620,,KAKAO,강남 루프탑 카페,1
165,위드멍,음식점 > 카페 > 테마카페 > 애견카페,010-4299-0514,서울 송파구 석촌동 276,서울 송파구 가락로 98,37.5008442126489,127.107015635488,GANGNAM,630809414,http://place.map.kakao.com/630809414,,KAKAO,강남 루프탑 카페,1
166,카페탱자 서울공항점,음식점 > 카페 > 테마카페 > 디저트카페,070-8881-0358,경기 성남시 수정구 오야동 233-9,경기 성남시 수정구 오야북로6번길 14-1,37.4560930258502,127.104862034913,GANGNAM,1862094254,http://place.map.kakao.com/1862094254,,KAKAO,강남 루프탑 카페,1
167,코지모리,음식점 > 카페,070-4776-3501,서울 서초구 방배동 906-5,서울 서초구 방배로16길 16-8,37.4845330549469,126.996849972771,GANGNAM,2077704597,http://place.map.kakao.com/2077704597,,KAKAO,강남 루프탑 카페,1
168,커피로드뷰 연남점,음식점 > 카페,,서울 마포구 동교동 204-3,서울 마포구 월드컵북로6길 52,37.5590224587401,126.921235507785,YEOUIDO,1649930378,http://place.map.kakao.com/1649930378,,KAKAO,여의도 한강뷰 카페,1
169,더페이머스뷰,음식점 > 카페,,서울 마포구 도화동 555,서울 마포구 마포대로 33,37.5401602864114,126.945610940357,YEOUIDO,21055649,http://place.map.kakao.com/21055649,,KAKAO,여의도 한강뷰 카페,1
170,켄싱턴호텔 여의도 더뷰라운지,음식점 > 카페,02-6670-7331,서울 영등포구 여의도동 13-3,서울 영등포구 국회대로76길 16,37.530274784132416,126.92199320702456,YEOUIDO,1016401216,http://place.map.kakao.com/1016401216,,KAKAO,여의도 한강뷰 카페,1
171,카키바움,음식점 > 카페,02-790-6275,서울 용산구 한강로1가 225-1,서울 용산구 한강대로52길 29,37.531779547247,126.972738367243,YONGSAN_SAMGAKJI,859448387,http://place.map.kakao.com/859448387,,KAKAO,삼각지 루프탑 카페|용산 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,4
172,컴컴베이커리카페,음식점 > 카페 > 테마카페 > 디저트카페,02-788-7365,서울 용산구 한강로2가 112-1,서울 용산구 한강대로44길 14,37.53081856304149,126.97058460505436,YONGSAN_SAMGAKJI,26817378,http://place.map.kakao.com/26817378,,KAKAO,삼각지 루프탑 카페|용산 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,4
173,엔와이84.8,음식점 > 카페,02-790-9103,서울 용산구 남영동 84-8,서울 용산구 한강대로 268,37.5422060024068,126.973078557438,YONGSAN_SAMGAKJI,26911803,http://place.map.kakao.com/26911803,,KAKAO,삼각지 루프탑 카페|용산 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,4
174,이스터서울,음식점 > 카페,010-4420-7692,서울 용산구 한강로2가 133,서울 용산구 한강대로 126-4,37.5307543653712,126.969688592871,YONGSAN_SAMGAKJI,1607376461,http://place.map.kakao.com/1607376461,,KAKAO,삼각지 루프탑 카페|용산 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,4
175,인바이티드,음식점 > 카페,02-794-3332,서울 용산구 한강로1가 221-8,서울 용산구 한강대로52길 41,37.53144088107144,126.97322045443698,YONGSAN_SAMGAKJI,285654982,http://place.map.kakao.com/285654982,,KAKAO,삼각지 루프탑 카페|용산 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,4
176,때가이르매 숙대점,음식점 > 카페 > 테마카페 > 디저트카페,070-4320-8495,서울 용산구 남영동 8-2,서울 용산구 두텁바위로 8,37.545074778148,126.97305036800032,HAEBANGCHON_HUAM,1240018987,http://place.map.kakao.com/1240018987,,KAKAO,용산 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,3
177,모닝사이드카페,음식점 > 카페,,서울 용산구 한강로2가 61,서울 용산구 한강대로40길 39-11,37.5307071482209,126.971854034322,YONGSAN_SAMGAKJI,578126950,http://place.map.kakao.com/578126950,,KAKAO,삼각지 루프탑 카페|용산 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,4
178,리버브,음식점 > 카페,02-797-0011,서울 용산구 한강로3가 65-339,서울 용산구 한강대로10길 11-4,37.5240431153227,126.964356290939,YONGSAN_SAMGAKJI,1609601152,http://place.map.kakao.com/1609601152,,KAKAO,용산 루프탑 카페,1
179,도화아파트먼트 용산점,음식점 > 카페,070-7799-6985,서울 용산구 한강로2가 148-1,서울 용산구 한강대로38가길 31,37.53005284866531,126.97113926713664,HAEBANGCHON_HUAM,685445756,http://place.map.kakao.com/685445756,,KAKAO,용산 루프탑 카페|해방촌 루프탑 카페|후암동 루프탑 카페,3
180,마블베이크,음식점 > 카페,,서울 용산구 용산동5가 24-1,서울 용산구 서빙고로 69,37.52301655454006,126.97340446475381,YONGSAN_SAMGAKJI,1845212264,http://place.map.kakao.com/1845212264,,KAKAO,용산 루프탑 카페,1
181,커피볶는시골커피 서울용산점,음식점 > 카페 > 커피전문점 > 커피볶는시골커피,0507-1348-7384,서울 용산구 원효로4가 125-2,서울 용산구 원효로 69-1,37.5329657148426,126.951632916958,YONGSAN_SAMGAKJI,87183444,http://place.map.kakao.com/87183444,,KAKAO,용산 루프탑 카페,1
182,카페 피에노,음식점 > 카페,02-365-7992,서울 서대문구 북아현동 1000-1,서울 서대문구 신촌로37길 16,37.5578192708453,126.957336819383,HAEBANGCHON_HUAM,1324691446,http://place.map.kakao.com/1324691446,,KAKAO,후암동 루프탑 카페,1
183,아더뷰,음식점 > 카페,,서울 종로구 계동 140-45,서울 종로구 창덕궁1길 36,37.57943937091472,126.98722768578598,BUKCHON_SEOCHON,305362170,http://place.map.kakao.com/305362170,,KAKAO,경복궁뷰 카페,1
184,카페르뷰,음식점 > 카페 > 커피전문점,,서울 중구 쌍림동 151-9,서울 중구 퇴계로 282,37.5631112823025,127.003191815626,BUKCHON_SEOCHON,1772325714,http://place.map.kakao.com/1772325714,,KAKAO,경복궁뷰 카페,1
